ID,Post ID,Title,Slug,Route,Status,Category,Content Pillar,Search Intent,Primary Keyword,Secondary Keywords,Target Persona,Current Word Count,Target Word Count,Content Quality,SEO Title,Meta Description,H1 Count,Internal Links In,Internal Links Out,Product CTA,Image Status,Claim Risk,Action,Final Status
BLOG-103,10734,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng,cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang,/cach-tiep-thi-qua-dien-thoai-hieu-qua-xu-ly-3-loi-tu-choi-cuoc-goi-chao-hang/,PUBLISH,Bán hàng|Kiến thức,HUB-01 Tổng đài và Call Center,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,933,900-1200,ADEQUATE_SHORT,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng,Có 3 cách xử lý từ chối mà bất kỳ đội ngũ bán hàng nào đang thực hiện tiếp thị qua điện thoại cũng cần biết để có sự chuẩn bị tốt nhất.,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-104,10740,Bộ câu hỏi phỏng vấn chuyên viên Telemarketing và Telesales,bo-cau-hoi-phong-van-chuyen-vien-telemarketing-va-telesales,/bo-cau-hoi-phong-van-chuyen-vien-telemarketing-va-telesales/,PUBLISH,Nổi bật|Quản Lý,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1081,900-1200,ADEQUATE_SHORT,Bộ câu hỏi phỏng vấn chuyên viên Telemarketing và Telesales,Tham khảo ngay Bộ câu hỏi phỏng vấn chuyên viên Telemarketing và Telesales cho một trong những bộ phận có tỷ lệ nhân viên nghỉ việc cao nhất.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-105,10741,8 lời khuyên dành cho nhà quản lý Call Center,8-loi-khuyen-danh-cho-nha-quan-ly-call-center,/8-loi-khuyen-danh-cho-nha-quan-ly-call-center/,PUBLISH,Chăm sóc khách hàng|Quản Lý|Telesales,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1400,1200-2000,ADEQUATE,8 lời khuyên dành cho nhà quản lý Call Center,"8 lời khuyên giúp nhà quản lý giải quyết với một số thách thức hàng ngày, ví dụ như khối lượng cuộc gọi, triển khai tổng đài viên...",0,0,2,Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-106,10742,Quyết toán thuế TNCN - Doanh nghiệp và người lao động cần biết,quyet-toan-thue-tncn-doanh-nghiep-va-nguoi-lao-dong-can-biet,/quyet-toan-thue-tncn-doanh-nghiep-va-nguoi-lao-dong-can-biet/,PUBLISH,Kiến thức|Quản Lý,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1649,1200-2000,ADEQUATE,Quyết toán thuế TNCN - Doanh nghiệp và người lao động cần biết,"Đối với mỗi người lao động và chủ doanh nghiệp, việc nắm vững kiến thức về TTNCN và quy định quyết toán thuế hàng năm là vô cùng cần thiết.",0,0,1,Gcalls Plus Webphone,HAS_FEATURED,pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-107,10743,Hướng dẫn nhân viên tư vấn bán hàng cách xử lý khách hàng nóng tính,huong-dan-nhan-vien-tu-van-ban-hang-cach-xu-ly-khach-hang-nong-tinh,/huong-dan-nhan-vien-tu-van-ban-hang-cach-xu-ly-khach-hang-nong-tinh/,DRAFT,Uncategorized,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2827,2000-3000,STRONG,Hướng dẫn nhân viên tư vấn bán hàng cách xử lý khách hàng nóng tính,"Trường hợp khách hàng của bạn đang mất bình tĩnh, bài viết này sẽ giúp nhân viên tư vấn bán hàng cách xử lý khách hàng nóng tính hiệu quả.",0,0,0,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-108,10745,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần 1),xay-dung-chien-luoc-email-follow-up-giup-ban-hang-hieu-qua-phan-1,/xay-dung-chien-luoc-email-follow-up-giup-ban-hang-hieu-qua-phan-1/,PUBLISH,Bán hàng|Nổi bật,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1195,900-1200,ADEQUATE_SHORT,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần 1),"Trong bài này, bạn sẽ học được cách xây dựng chiến lược email follow-up một cách tuần tự cho cold email để tạo nhịp bán hàng hiệu quả.",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-109,10746,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần cuối),xay-dung-chien-luoc-email-follow-up-phan-cuoi,/xay-dung-chien-luoc-email-follow-up-phan-cuoi/,PUBLISH,Bán hàng|Kiến thức|Nổi bật,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1578,1200-2000,ADEQUATE,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần cuối),"Trong bài này, bạn sẽ học được cách xây dựng chiến lược email follow-up một cách tuần tự cho cold email để tạo nhịp bán hàng hiệu quả.",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-110,10747,7 bước lập kế hoạch telesales hiệu quả,7-buoc-lap-ke-hoach-telesales-hieu-qua,/7-buoc-lap-ke-hoach-telesales-hieu-qua/,PUBLISH,Kiến thức|Telesales,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2593,2000-3000,STRONG,7 bước lập kế hoạch telesales hiệu quả,Lập kế hoạch telesales chưa bao giờ là dễ dàng. 7 bước sau đây sẽ giúp biến cuộc gọi bán hàng của bạn trở nên hiệu quả hơn bao giờ hết.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-111,10748,5 điều về trải nghiệm khách hàng mà mọi nhân viên bán hàng nên biết,5-dieu-ve-trai-nghiem-khach-hang-moi-nhan-vien-ban-hang-nen-biet,/5-dieu-ve-trai-nghiem-khach-hang-moi-nhan-vien-ban-hang-nen-biet/,PUBLISH,Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1365,1200-2000,ADEQUATE,5 điều về trải nghiệm khách hàng mà mọi nhân viên bán hàng nên biết,Trải nghiệm khách hàng và bán hàng là hai thế giới không thể tách rời. Để thúc đẩy việc bán hàng bạn cần hiểu rõ hơn về mối liên kết này.,2,0,10,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-112,10749,EBOOK: MẪU KỊCH BẢN CHĂM SÓC KHÁCH HÀNG QUA ĐIỆN THOẠI,ebook-mau-kich-ban-cham-soc-khach-hang-qua-dien-thoai,/ebook-mau-kich-ban-cham-soc-khach-hang-qua-dien-thoai/,DRAFT,Uncategorized,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,370,900-1200,THIN,,,0,0,1,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-113,10750,Cách bán hàng hiệu quả bằng giọng nói,cach-ban-hang-hieu-qua-bang-giong-noi,/cach-ban-hang-hieu-qua-bang-giong-noi/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1931,1200-2000,ADEQUATE,Cách bán hàng hiệu quả bằng giọng nói,"Khi khách hàng im lặng, có thể là vì họ không hiểu bạn đang nói gì. Vậy làm thế nào để giải quyết rào cản trên giúp bạn bán hàng hiệu quả?",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-114,10751,5 bước để thiết kế một kịch bản bán hàng thành công,5-buoc-de-thiet-ke-mot-kich-ban-ban-hang-thanh-cong,/5-buoc-de-thiet-ke-mot-kich-ban-ban-hang-thanh-cong/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1300,1200-2000,ADEQUATE,5 bước để thiết kế một kịch bản bán hàng thành công,Tham khảo ngay 5 bước để thiết kế một kịch bản bán hàng ấn tượng giúp mang lại một cuộc gọi thành công cho mọi nhân viên bán hàng.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-115,10752,Đừng báo giá giải pháp trước khi truyền tải được giá trị đến khách hàng,dung-bao-gia-giai-phap-truoc-khi-truyen-tai-duoc-gia-tri-den-khach-hang,/dung-bao-gia-giai-phap-truoc-khi-truyen-tai-duoc-gia-tri-den-khach-hang/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,transactional,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1472,1200-2000,ADEQUATE,Đừng báo giá giải pháp trước khi truyền tải được giá trị đến khách hàng,"Báo giá giải pháp là một việc bắt buộc trong quy trình bán hàng. Tuy nhiên, liệu có nên báo giá cho khách hàng ngay từ đầu hay không?",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-116,10753,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,mau-bang-danh-gia-nhan-vien-ban-hang,/mau-bang-danh-gia-nhan-vien-ban-hang/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2595,2000-3000,STRONG,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,"Trong bài viết này, bạn sẽ được cung cấp thông tin về các điểm trọng tâm để đánh giá nhân viên bán hàng một cách nhanh chóng và hiệu quả.",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-117,10754,Cuộc họp đánh giá bán hàng hàng năm: 8 bước để thực hiện hiệu quả,8-buoc-quan-trong-de-thuc-hien-cuoc-hop-danh-gia-ban-hang-hang-nam,/8-buoc-quan-trong-de-thuc-hien-cuoc-hop-danh-gia-ban-hang-hang-nam/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2263,2000-3000,STRONG,Cuộc họp đánh giá bán hàng hàng năm: 8 bước để thực hiện hiệu quả,"Trong bài viết này, chúng tôi sẽ cung cấp cho bạn 8 bước quan trọng để thực hiện cuộc họp đánh giá bán hàng hàng năm một cách hiệu quả.",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-118,10756,Sales: Telesales và Telemarketing,telesales-va-telemarketing,/telesales-va-telemarketing/,PUBLISH,Bán hàng|Telesales,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1250,1200-2000,ADEQUATE,Sales: Telesales và Telemarketing,"Nghề Telesales và Telemarketing nghe có vẻ tương tự việc bán và tiếp thị trên tivi. Tuy nhiên, điều này sẽ rất xa sự thật!",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-119,10798,Tuyển dụng Customer Success Engineer (IT Full Time),tuyen-dung-customer-success-engineer-it-full-time,/tuyen-dung-customer-success-engineer-it-full-time/,PUBLISH,Tuyển Dụng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,589,900-1200,THIN,,,0,0,0,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,pricing,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-120,10801,Tuyển dụng Customer Success Engineer (IT Internship),tuyen-dung-customer-success-engineer-internship,/tuyen-dung-customer-success-engineer-internship/,PUBLISH,Tuyển Dụng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,675,900-1200,BELOW_STANDARD,,,0,0,0,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,pricing,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-121,10957,Tuyển dụng Chuyên Viên Tư Vấn Doanh Nghiệp FullTime,chuyen-vien-tu-van-doanh-nghiep,/chuyen-vien-tu-van-doanh-nghiep/,PUBLISH,Tuyển Dụng,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,562,900-1200,THIN,,,0,0,0,Gcalls Plus Webphone,HAS_FEATURED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-122,10962,Tuyển dụng Thực Tập Sinh Tư Vấn Doanh Nghiệp,thuc-tap-sinh-tu-van-doanh-nghiep,/thuc-tap-sinh-tu-van-doanh-nghiep/,PUBLISH,Tuyển Dụng,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,553,900-1200,THIN,,,0,0,0,Gcalls Plus Webphone,HAS_FEATURED,pricing,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-123,11915,Chạy Quảng Cáo Trên Shopee Từ A Đến Z,chay-quang-cao-tren-shopee-tu-a-den-z,/chay-quang-cao-tren-shopee-tu-a-den-z/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1151,900-1200,ADEQUATE_SHORT,%%title%% %%page%%,Các bước chạy quảng cáo shop trên Shopee. Cách quảng cáo sản phẩm trên Shopee. Làm thế nào quảng cáo trên Shopee từ A đến Z?,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-124,12281,SMS Marketing Là Gì? Vì Sao Bạn Nên Dùng SMS Marketing?,sms-marketing-la-gi-vi-sao-ban-nen-dung-sms-marketing,/sms-marketing-la-gi-vi-sao-ban-nen-dung-sms-marketing/,PUBLISH,Bán hàng,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1392,1200-2000,ADEQUATE,%%title%% %%page%% %%sep%%,Bạn có nghe nói rằng SMS marketing ecommerce packages là gì chưa? Đây là một kênh quảng cáo rất hiệu quả; đặc biệt là dịch vụ trực tuyến.,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-125,12293,Phần Mềm SMS Marketing Và Những Điều Cần Biết,phan-mem-sms-marketing-va-nhung-dieu-can-biet,/phan-mem-sms-marketing-va-nhung-dieu-can-biet/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1075,900-1200,ADEQUATE_SHORT,%%title%% %%page%%,Tìm hiểu về phần mềm SMS marketing. Phần mềm gửi tin nhắn SMS marketing là gì? Dịch vụ SMS marketing có cần thiết không,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-126,12309,Dịch Vụ Tin Nhắn SMS Brandname Là Gì?,dich-vu-tin-nhan-sms-brandname-la-gi,/dich-vu-tin-nhan-sms-brandname-la-gi/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1268,1200-2000,ADEQUATE,%%title%% %%page%%,"Ở đâu cung cấp, cho thuê dịch vụ tin nhắn sms Brandname tốt nhất? Lợi ích của Brandname là gì? Mời bạn cùng GCall tìm hiểu ngay nhé!",0,0,1,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-127,12326,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh Nghiệp?",sms-brandname-la-gi-gom-may-loai-va-co-loi-ich-gi-cho-doanh-nghiep,/sms-brandname-la-gi-gom-may-loai-va-co-loi-ich-gi-cho-doanh-nghiep/,PUBLISH,Marketing,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,965,900-1200,ADEQUATE_SHORT,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì? - Gcalls","Mời bạn cùng GCALLS tìm hiểu định nghĩa SMS Brandname là gì trong marketing, có mấy loại và lợi ích của nó mang đến cho doanh nghiệp nhé",0,0,0,Gcalls Plus Webphone,HAS_FEATURED,qc_100,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-128,12590,Phần Mềm SMS Brandname Nào Tốt Nhất?,phan-mem-sms-brandname-nao-tot-nhat,/phan-mem-sms-brandname-nao-tot-nhat/,PUBLISH,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1239,1200-2000,ADEQUATE,%%title%% %%page%% %%sep%%,"Hôm nay bài viết này sẽ gửi đến bạn top 5 phần mềm quảng cáo, tin nhắn SMS Brandname chuyên nghiệp và tốt nhất. Cùng tìm hiểu nhé!",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-129,12599,SMS Marketing Giá Rẻ - Báo Giá Nhanh - Hiệu Quả Hàng Đầu,sms-marketing-gia-re-bao-gia-nhanh-hieu-qua-hang-dau,/sms-marketing-gia-re-bao-gia-nhanh-hieu-qua-hang-dau/,PUBLISH,Bán hàng|Marketing,HUB-08 Kiến thức vận hành doanh nghiệp,transactional,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1121,900-1200,ADEQUATE_SHORT,%%title%% %%page%%,Tìm dịch vụ SMS marketing giá rẻ nhưng hiệu quả và uy tín. Báo giá dịch vụ SMS marketing nhanh chóng nhất. Tư vấn chuyên nghiệp,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-130,12625,"SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",sms-brandname-gia-re-uy-tin-tai-gcalls,/sms-brandname-gia-re-uy-tin-tai-gcalls/,PUBLISH,Bán hàng,HUB-03 Telesales và Sales Operations,transactional,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1181,900-1200,ADEQUATE_SHORT,%%title%% %%page%% %%sep%%,Vậy dịch vụ SMS Brandname giá rẻ có đáng tin cậy không? Bảng giá dịch vụ chi phí SMS Brandname là bao nhiêu? Cùng tìm hiểu cụ thể nhé!,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-131,12686,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022,hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee,/hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee/,PUBLISH,Bán hàng,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1638,1200-2000,ADEQUATE,%%title%% %%page%%,Tìm hiểu nguyên nhân khiến việc kinh doanh shopee không hiệu quả và những chia sẻ về kinh nghiệm bán hàng trên shopee hiệu quả ngay nhé!,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-132,12751,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",kinh-nghiem-kinh-doanh-shopee-ban-hang-online,/kinh-nghiem-kinh-doanh-shopee-ban-hang-online/,PUBLISH,Kiến thức|Marketing|Marketing + Branding,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1660,1200-2000,ADEQUATE,%%title%% %%page%%,Kinh nghiệm kinh doanh trên shopee và bán hàng online dành cho người mới bắt đầu là gì? Cùng tìm hiểu ngay qua bài viết sau đây nhé!,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-133,12770,Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva,shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva,/shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva/,PUBLISH,Kiến thức|Marketing|Marketing + Branding,HUB-08 Kiến thức vận hành doanh nghiệp,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1468,1200-2000,ADEQUATE,%%title%% %%page%%,Làm cách nào để thiết kế Template đẹp cho Shopee bằng Canva? Cùng GCALLS khám phá ngay qua bài viết này liền nhé!,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-134,12797,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat,/khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat/,PUBLISH,Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1619,1200-2000,ADEQUATE,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,"Cũng chính vì thế, các khóa học, lớp học online bán hàng trên Shopee ra đời. Vậy khóa học nào là tốt nhất? Cùng tìm hiểu nhé!",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-135,12953,Tối Ưu Quảng Cáo Shopee Hiệu Quả Nhất,toi-uu-quang-cao-shopee-hieu-qua-nhat,/toi-uu-quang-cao-shopee-hieu-qua-nhat/,DRAFT,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1071,900-1200,ADEQUATE_SHORT,%%title%% %%page%%,Cách tối ưu từ khoá Shopee. Cách tối ưu quảng cáo Shopee đúng cách. Tối ưu đấu thầu từ khóa Shopee như thế nào là hiệu quả nhất?,0,0,1,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-136,12991,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,,//,DRAFT,Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1312,1200-2000,ADEQUATE,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,"Theo dõi ngay bài viết chia sẻ kinh nghiệm bán hàng trên Lazada cho người mới. Chốt đơn nhanh chóng, dễ dàng ngay. Tham khảo để biết thêm nhé",0,0,2,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-137,13012,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau,/kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau/,PRIVATE,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1350,1200-2000,ADEQUATE,%%title%% %%page%%,"Kinh nghiệm kinh doanh, bán hàng online trên Lazada dành cho người mới bắt đầu cần những gì? Cùng GCalls khám phá ngay nhé!",0,0,0,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-138,13020,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3,/khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1329,1200-2000,ADEQUATE,%%title%% %%page%% %%sep%%,"Vậy thì bạn cần có các chiến lược bán hàng cụ thể, và các khóa học chạy quảng cáo, kinh doanh trên Shopee online là dành riêng cho bạn.",0,0,1,Gcalls Plus Webphone,HAS_FEATURED,save_50_80|pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-139,13047,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat,/cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1062,900-1200,ADEQUATE_SHORT,%%title%% %%page%%,Tại sao phải biết cách tối ưu SEO trên Shopee? Cách tối ưu sản phẩm trên Shopee hiệu quả nhất dành cho các chủ gian hàng,0,0,0,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
BLOG-140,13067,Cách Thiết Kế Gian Hàng Trên Lazada 2022,cach-thiet-ke-gian-hang-tren-lazada,/cach-thiet-ke-gian-hang-tren-lazada/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1028,900-1200,ADEQUATE_SHORT,%%title%% %%page%% %%sep%%,"Nếu chưa, mời bạn cùng xem qua cách thiết kế shop, gian hàng, banner, logo trên Lazada ấn tượng; để đánh bại các đối thủ khác trên sàn nhé!",0,0,1,Gcalls Plus Webphone,HAS_FEATURED,NONE,KEEP_AS_IS,AUDITED_PENDING_BATCH
